Date,Open,High,Low,Close,Volume,log_returns,volatility,range,volume_ma,cpi,unemployment,consumer_confidence,interest_rate
2015-02-01,168.0728413404219,178.31432254521724,166.23290168906195,176.98687744140625,1901638100,,,12.08142085615529,,234.722,5.5,95.4,0.11
2015-03-01,177.08775189423602,178.16314855220068,171.4923202453097,173.43307495117188,2749923000,-0.020283801256073097,,6.670828306890968,,236.119,5.4,93.0,0.11
2015-04-01,174.17346051209728,179.31283615923732,172.58691582879166,175.92034912109375,2036685200,0.014239540968954856,,6.7259203304456605,,236.599,5.4,95.9,0.12
2015-05-01,176.71357801167653,180.40988344200542,174.48567088803048,178.18197631835938,1892519900,0.012774036137614075,,5.9242125539749395,,237.805,5.6,90.7,0.12
2015-06-01,178.8571181292524,180.03857925428454,173.23671118382703,173.71774291992188,2535242600,-0.025373551976850095,,6.801868070457516,,238.638,5.3,96.1,0.13
2015-07-01,176.15703692208785,180.77868682042987,173.0872462003253,178.5060272216797,2452758000,0.027190551647477967,,7.691440620104572,,238.654,5.2,93.1,0.13
2015-08-01,178.47203769372794,179.19283781365576,154.6768865701275,167.62599182128906,3734926900,-0.06288710810755749,,24.515951243528264,,238.316,5.1,91.9,0.14
2015-09-01,163.76755391168288,172.05260849878928,158.51837420907722,162.5040283203125,3279512900,-0.031032467363869998,,13.53423428971206,,237.945,5.0,87.2,0.14
2015-10-01,163.73248138822447,178.53046113488233,161.20931791692487,177.24330139160156,2536184400,0.08682058170526474,,17.321143217957456,,237.838,5.0,90.0,0.12
2015-11-01,177.57575324908225,180.42282671633222,172.34189338050143,177.89114379882812,1924512800,0.0036484386948378855,,8.080933335830792,,237.336,5.1,91.3,0.12
2015-12-01,178.53039864945364,179.86016842973157,170.33866249595764,173.7824249267578,2924882300,-0.023367726208723738,,9.521505933773938,,236.525,5.0,92.6,0.24
2016-01-01,171.91847172191402,173.1275247659707,155.22311154147246,166.11325073242188,3712950900,-0.04513429624835208,,17.904413224498228,2640144750.0,236.916,4.8,92.0,0.34
2016-02-01,165.09276784014827,168.6513508310292,155.28306712273,165.97598266601562,2920730800,-0.0008266939148811048,0.039161047695032064,13.368283708299202,2725069141.6666665,237.111,4.9,91.7,0.38
2016-03-01,167.21942926298885,177.38927998339472,166.73923606892447,176.23167419433594,2323306500,0.059956364929988126,0.043038314142604964,10.650043914470245,2689517766.6666665,238.132,5.0,91.0,0.36
2016-04-01,176.13211347467833,181.79488104714326,175.0460935266004,177.8386993408203,1910635600,0.00907749589695861,0.04292323933469864,6.748787520542862,2679013633.3333335,239.261,5.1,89.0,0.37
2016-05-01,178.34718146632454,181.59659980219965,174.77885926958234,180.8639678955078,1828530900,0.016868234134644666,0.04304227624459049,6.817740532617307,2673681216.6666665,240.229,4.8,94.7,0.37
2016-06-01,180.24339095802532,183.17390546521722,171.21915335560635,180.55368041992188,2612406900,-0.001717058108628322,0.04224668287675146,11.954752109610865,2680111575.0,241.018,4.9,93.5,0.38
2016-07-01,181.4926426019796,188.47579271707374,179.3959657271858,188.11190795898438,1648453700,0.04100890882978181,0.0431384736465072,9.079826989887948,2613086216.6666665,240.628,4.8,90.0,0.39
2016-08-01,188.17255610078828,190.26057370847596,185.62534965425203,188.33717346191406,1519703200,0.0011967914968318283,0.03767661355874821,4.635224054223926,2428484241.6666665,240.849,4.9,89.8,0.4
2016-09-01,188.32854159498,189.93137988565152,183.94457884901604,187.40150451660156,2292393000,-0.004980434191283578,0.035820503915156496,5.986801036635484,2346224250.0,241.428,5.0,91.2,0.4
2016-10-01,187.93016349766847,188.6964344100336,183.9159009685869,185.08273315429688,1725687400,-0.012450466791574577,0.0274171321771946,4.780533441446693,2278682833.3333335,241.729,4.9,87.2,0.4
2016-11-01,185.4135678713249,193.15474755992318,181.45156392879028,191.9008331298828,2073824400,0.03617581313269724,0.028984747213043078,11.703183631132902,2291125466.6666665,241.353,4.7,93.8,0.41
2016-12-01,192.2056328830583,198.8322129214078,190.82981057629254,194.643798828125,1821910200,0.01419247100288068,0.027476484093454497,8.002402345115257,2199211125.0,241.432,4.7,98.2,0.54
2017-01-01,197.11368440979578,201.20417312489948,196.09764461743592,199.29469299316406,1482408500,0.02361338314477912,0.021600100982436116,5.106528507463565,2013332591.6666667,242.839,4.7,98.5,0.65
2017-02-01,199.29465176639053,207.86100108934866,198.6727667377963,207.125244140625,1365136600,0.03853905582634276,0.021935436662871854,9.188234351552353,1883699741.6666667,243.603,4.6,96.3,0.66
2017-03-01,208.80704436023635,210.49754838071217,202.8684080521041,206.48590087890625,1921474100,-0.003091521002891895,0.01834926185575366,7.629140328608088,1850213708.3333333,243.801,4.4,96.9,0.79
2017-04-01,207.43693752930403,210.71827290124742,204.54266573892568,209.44268798828125,1549613700,0.014218002793211504,0.018304149420840323,6.1756071623217395,1820128550.0,244.524,4.4,97.0,0.9
2017-05-01,209.9705205765311,212.96156177899792,207.11144477288514,212.39854431152344,1492547000,0.014014299572518318,0.018276785564153002,5.850117006112782,1792129891.6666667,244.733,4.4,97.1,0.91
2017-06-01,212.86482106275898,215.53915103597916,211.09659723800266,212.71527099609375,1572753000,0.001490079746970352,0.018057878087625732,4.442553797976501,1705492066.6666667,244.955,4.3,95.0,1.04
2017-07-01,214.7073210741609,219.23342620189473,212.46193891333303,218.14610290527344,1055908800,0.025210519553310107,0.01638077025446586,6.771487288561701,1656113325.0,244.786,4.3,93.4,1.15
2017-08-01,218.75599739476064,220.0378026159124,213.77904233106386,218.7825164794922,1557031500,0.0029131258336034804,0.016281784645202725,6.258760284848535,1659224016.6666667,245.519,4.4,96.8,1.16
2017-09-01,219.16267339171873,222.16830061634568,216.53717560084507,222.08872985839844,1286405100,0.014998825112446212,0.015326727409499087,5.631125015500601,1575391691.6666667,246.819,4.3,95.1,1.15
2017-10-01,223.42190253826212,229.10762439798174,223.24421313967878,228.4501953125,1320624600,0.02824123688856517,0.013269335439111763,5.8634112583029605,1541636458.3333333,246.663,4.2,100.7,1.15
2017-11-01,229.24086967220418,236.35687706668895,227.09983992053694,235.43296813964844,1365620900,0.030108013634877473,0.012593132458882139,9.257037146152015,1482619500.0,246.669,4.2,98.5,1.16
2017-12-01,235.2108890974817,238.6223142351597,231.65731785678415,237.0764923095703,1715222900,0.006956604832677904,0.012910957019349197,6.9649963783755595,1473728891.6666667,246.524,4.1,95.9,1.3
2018-01-01,239.1633277946122,255.94155746283363,238.77043483776,251.7179718017578,1985506700,0.05992645984508105,0.01799940117852937,17.17112262507362,1515653741.6666667,247.867,4.0,95.7,1.41
2018-02-01,250.97686118873966,252.75379038717801,225.8407714028408,242.56541442871094,2923722000,-0.03703787704495198,0.023190578899489132,26.913018984337214,1645535858.3333333,248.991,4.1,99.7,1.42
2018-03-01,242.35116683809736,250.38757106827563,230.22511052846252,234.97552490234375,2323561800,-0.03179006485446667,0.02629159526813815,20.16246053981311,1679043166.6666667,249.554,4.0,101.4,1.51
2018-04-01,235.37868499317153,243.22314734109705,228.314195632292,237.1358642578125,1998466500,0.009151884422518464,0.026271876369278684,14.908951708805034,1716447566.6666667,250.546,4.0,98.8,1.69
2018-05-01,236.56213346984717,245.86791338398646,232.2409478971901,242.9004669189453,1606397200,0.024018514483448605,0.02655597068750607,13.626965486796365,1725935083.3333333,251.588,3.8,98.0,1.7
2018-06-01,244.21830670859453,250.5566393466269,240.70397526435102,243.2052459716797,1599001000,0.001253962192127922,0.026563891199120674,9.85266408227588,1728122416.6666667,251.989,4.0,98.2,1.82
2018-07-01,242.7034199373501,256.085369157639,242.4602576750607,253.3477325439453,1266892500,0.04085726151964586,0.027676820999561935,13.62511148257829,1745704391.6666667,252.006,3.8,97.9,1.91
2018-08-01,253.55476293559573,262.72220735943176,251.39348331936284,261.4344482421875,1308443700,0.03142059415616405,0.028003796216116827,11.32872404006892,1724988741.6666667,252.146,3.8,96.2,1.91
2018-09-01,261.0112960621331,264.7034983822494,258.19261457763815,261.80377197265625,1228103300,0.0014116850701437755,0.028270296650050063,6.51088380461124,1720130258.3333333,252.439,3.7,100.1,1.95
2018-10-01,264.2462858715094,265.2413649234636,235.0635118272439,244.8152313232422,3024345800,-0.06709149305224926,0.036120559046884854,30.177853096219707,1862107025.0,252.885,3.8,98.6,2.19
2018-11-01,245.69262516068463,254.39498819919623,237.97628589114822,249.35629272460938,2021061200,0.01837900002675852,0.03555625507121319,16.41870230804801,1916727050.0,252.038,3.8,97.5,2.2
2018-12-01,253.54473363964945,253.65328269829746,211.46216569492708,226.08070373535156,3102780500,-0.09799073648432444,0.04626766634794204,42.19111700337038,2032356850.0,251.233,3.9,98.3,2.27
2019-01-01,223.81588956429482,246.0992152822053,221.71403507430335,245.6078643798828,2048691700,0.08284418514830705,0.04950415340055416,24.385180207901954,2037622266.6666667,251.712,4.0,91.2,2.4
2019-02-01,245.80810140657033,255.96253181134992,243.69713857666162,253.5695037841797,1371716300,0.031901745264065084,0.04907274515787446,12.265393234688304,1908288458.3333333,252.776,3.8,93.8,2.4
2019-03-01,255.17090639538867,259.48379897091723,247.87355991099298,257.027099609375,1678081300,0.013543563171945827,0.04782146709261863,11.610239059924254,1854498416.6666667,254.202,3.8,98.4,2.41
2019-04-01,260.18810611364233,269.09865731082056,259.9139185735173,268.7056579589844,1209204700,0.0444350469008743,0.04900399818330978,9.184738737303235,1788726600.0,255.548,3.7,97.2,2.42
2019-05-01,269.345460162547,269.5556678671425,251.5426218707716,251.57003784179688,1845593200,-0.06589514093235316,0.05341078938140976,18.01304599637092,1808659600.0,256.092,3.6,100.0,2.39
2019-06-01,251.60649974191554,270.7984526002773,249.57763503842793,267.7734375,1340435600,0.06241980925531543,0.056088577699992974,21.220817561849373,1787112483.3333333,256.143,3.6,98.2,2.38
2019-07-01,272.45528246284545,277.5521270219813,270.2971606058638,273.14404296875,1110102300,0.01985804544849845,0.05529286052290597,7.254966416117497,1774046633.3333333,256.571,3.7,98.4,2.4
2019-08-01,273.3002238039967,276.3032100638904,258.716860902547,268.57073974609375,2034004800,-0.016884943969187383,0.05505321547522437,17.586349161343378,1834510058.3333333,256.558,3.6,89.8,2.13
2019-09-01,266.84425634716376,277.9195256418393,265.6503877076916,272.5379943847656,1303830000,0.014663691328698825,0.05516779125568478,12.269137934147693,1840820616.6666667,256.759,3.5,93.2,2.04
2019-10-01,274.69148859128654,280.9743139692299,262.77166104184954,279.8487548828125,1386748300,0.026471262777947757,0.050741497723095386,18.20265292738037,1704354158.3333333,257.346,3.6,95.5,1.83
2019-11-01,281.3156988760089,291.0582312205735,281.1496115474519,289.9787902832031,1037123500,0.035558487254554016,0.05120437899738203,9.908619673121564,1622359350.0,257.208,3.6,96.8,1.55
2019-12-01,290.2371571713824,298.734190670895,283.35465379349637,296.9443664550781,1285175800,0.02373701957194907,0.03754424047425392,15.379536877398607,1470892291.6666667,256.974,3.6,99.3,1.55
2020-01-01,299.9619067713268,308.6861528202342,297.01362898352835,298.2838134765625,1392003800,0.004500624559078403,0.032628749949193375,11.672523836705864,1416168300.0,257.971,3.6,99.8,1.55
2020-02-01,299.78575526563566,314.3694076117818,264.73117521077654,274.6699523925781,2110214900,-0.08247522371828886,0.04275653971489088,49.63823240100527,1477709850.0,258.678,3.5,101.0,1.58
2020-03-01,276.4777706852264,290.9687301755967,202.35417470950128,238.96632385253906,5926017600,-0.1392475661432746,0.05985274148121728,88.61455546609542,1831704541.6666667,258.115,4.4,89.1,0.65
2020-04-01,231.26029424066118,274.99813642150826,227.45538077905746,270.8948059082031,2819312300,0.12540793782088855,0.06980193828492628,47.5427556424508,1965880175.0,256.389,14.8,71.8,0.05
2020-05-01,266.0732933688523,286.1516563090028,254.5839486170616,283.80157470703125,1910460500,0.046544737919353985,0.0675641397046472,31.567707691941223,1971285783.3333333,256.394,13.2,72.3,0.05
2020-06-01,283.14875122065723,301.6044402274961,276.7326230924406,287.56915283203125,2358674500,0.013188049542877778,0.06555978134029967,24.87181713505555,2056139025.0,257.797,11.0,78.1,0.08
2020-07-01,289.96807644972745,306.5098510753095,289.49973638190875,305.84478759765625,1505145300,0.061614380290676785,0.06744645446383599,17.010114693400737,2089059275.0,259.101,10.2,72.5,0.09
2020-08-01,307.530805996232,329.0556956090468,306.97816818775647,327.19171142578125,1045563300,0.06746852938476788,0.06883672935938932,22.077527421290313,2006689150.0,259.918,8.4,74.1,0.1
2020-09-01,328.0347000401926,336.03395537192824,299.5502573546081,313.6847839355469,1814712700,-0.04215766370570684,0.07089451998427622,36.48369801732014,2049262708.3333333,260.28,7.8,80.4,0.09
2020-10-01,317.57364339976584,332.9308446640333,303.38256554354604,307.0878601074219,1629016100,-0.021254712955884436,0.0713289730931465,29.54827912048728,2069451691.6666667,260.388,6.9,81.8,0.09
2020-11-01,310.52986966743356,342.67374694927145,307.7461773494412,340.491943359375,1535244300,0.10325756818584164,0.07623754840979971,34.927569599830235,2110961758.3333333,260.229,6.7,76.9,0.09
2020-12-01,343.7928808702655,355.915004375846,340.46375180721117,351.60784912109375,1344541500,0.03212502546581675,0.07637944360663344,15.451252568634857,2115908900.0,260.474,6.7,80.7,0.09
2021-01-01,354.45717937241454,364.4115683407257,344.5500296180565,349.5083312988281,1402265400,-0.005989090414868947,0.07655887119196587,19.861538722669195,2116764033.3333333,261.582,6.4,79.0,0.09
2021-02-01,352.9555067469126,372.2692828304427,349.8010860680021,359.2265625,1307806200,0.027425883592763434,0.0703978777391321,22.468196762440584,2049896641.6666667,263.014,6.2,76.8,0.08
2021-03-01,364.16597607033805,375.99978731793135,351.21773449879214,374.3092346191406,2401715800,0.04112900356353233,0.0486513925010691,24.78205281913921,1756204825.0,264.877,6.1,84.9,0.07
2021-04-01,377.496537444552,398.64544710748453,377.2880793614161,395.4048767089844,1462106600,0.05482795795848894,0.040652934649877674,21.357367746068405,1643104350.0,267.054,6.1,88.3,0.07
2021-05-01,397.42318086021834,400.63532693529936,382.80277488796577,398.0011901855469,1547235900,0.00654475142649158,0.0409473685389574,17.832552047333593,1612835633.3333333,269.195,5.8,82.9,0.06
2021-06-01,400.3984632363987,406.2826267885381,392.9413936479693,405.60040283203125,1282152400,0.018913449756186473,0.04078983474338805,13.341233140568818,1523125458.3333333,271.696,5.9,85.5,0.08
2021-07-01,407.6973182830829,419.9889763597816,401.13796687171254,416.8614196777344,1422104700,0.027385394201967728,0.039450578806280265,18.851009488069053,1516205408.3333333,273.003,5.4,81.2,0.1
2021-08-01,418.60106446091237,430.702613704209,414.5703962495893,429.26715087890625,1254001400,0.02932561477996387,0.037264700654693304,16.132217454619706,1533575250.0,273.567,5.1,70.3,0.09
2021-09-01,430.21778317569965,431.6342148069626,407.6117675889478,407.9540100097656,1745559600,-0.05092500694760993,0.03870833834225219,24.022447218014747,1527812491.6666667,274.31,4.7,72.8,0.08
2021-10-01,411.01572724212133,438.2718033155484,406.609715019409,437.9761657714844,1508665200,0.07101004536257882,0.038520695556439714,31.662088296139416,1517783250.0,276.589,4.5,71.7,0.08
2021-11-01,438.97748112193267,451.6041835199971,434.20909645146236,434.4570617675781,1335351500,-0.008067375195766502,0.032022384596924164,17.395087068534735,1501125516.6666667,277.948,4.2,67.4,0.08
2021-12-01,440.2554494471024,456.8112676405657,428.1246772508207,452.9584045410156,1927433900,0.04170318140861973,0.03246006702626908,28.686590389744993,1549699883.3333333,278.802,3.9,70.6,0.08
2022-01-01,455.8321403707867,459.3540234105408,402.6788594360936,430.5762023925781,2485167800,-0.05067598181632693,0.03795020966931515,56.67516397444717,1639941750.0,281.148,4.0,67.2,0.08
2022-02-01,431.3131372397022,438.43342402017726,392.9937780077821,417.8669128417969,2297975100,-0.029961325748362633,0.04012321479599329,45.439646012395144,1722455825.0,283.716,3.8,62.8,0.08
2022-03-01,416.3452411408166,442.2136926366755,397.2812409771581,432.2319030761719,2380929500,0.033799265390888955,0.03970302896844826,44.93245165951737,1720723633.3333333,287.504,3.7,59.4,0.2
2022-04-01,435.1777870332578,439.5169783746756,394.76176358597775,395.5201721191406,1856757400,-0.08876046688710115,0.046648652442077165,44.755214788697856,1753611200.0,289.109,3.7,65.2,0.33
2022-05-01,395.58749938985096,412.473908354112,365.3186781915797,396.4130859375,2418478100,0.002255023861310157,0.046610563418806324,47.15523016253229,1826214716.6666667,292.296,3.6,58.4,0.77
2022-06-01,398.563452016619,400.74264277719243,347.68342149014245,362.16021728515625,1958611900,-0.09037011076468104,0.05277651441170397,53.05922128704998,1882586341.6666667,296.311,3.6,50.0,1.21
2022-07-01,363.05937759683275,398.22183784218555,357.7372940281095,397.2191162109375,1437748400,0.09240135533462812,0.05977402888417578,40.48454381407606,1883889983.3333333,296.276,3.5,51.5,1.68
2022-08-01,394.4809523485931,416.2514198507939,380.87684494998143,381.0118103027344,1443394400,-0.04165768561603489,0.059686114132303895,35.37457490081249,1899672733.3333333,296.171,3.6,58.2,2.33
2022-09-01,378.8039694767509,396.96850695960444,344.23927169503423,344.3742370605469,1998908600,-0.10110140834361836,0.06439073805726972,52.72923526457021,1920785150.0,296.808,3.5,58.6,2.56
2022-10-01,349.5644451098093,377.0974406843566,337.00808239685887,373.89300537109375,2024732000,0.08224071011727307,0.06580657788956745,40.08935828749776,1963790716.6666667,298.012,3.6,59.9,3.08
2022-11-01,377.6977189296863,394.6783142089844,357.0286045049605,394.6783142089844,1745985300,0.05410136410437705,0.06863241155513991,37.64970970402385,1998010200.0,297.711,3.6,56.7,3.78
2022-12-01,395.7334806602781,397.3986275352998,362.8178099797687,370.2335205078125,1735973600,-0.06393709563121863,0.0684521009202138,34.5808175555311,1982055175.0,296.797,3.5,59.8,4.1
2023-01-01,373.82043230393236,396.9574913661663,367.4599232824393,395.3236083984375,1575450100,0.06557074819458908,0.0713857169504837,29.497568083727003,1906245366.6666667,299.17,3.5,64.9,4.33
2023-02-01,394.08846224883763,406.8289211951891,382.8360389025855,385.3841247558594,1603094700,-0.025464127729601493,0.07126659718647661,23.992882292603554,1848338666.6666667,300.84,3.6,66.9,4.57
2023-03-01,384.55746650874664,398.4552673522464,370.2025642337817,398.1537780761719,2515995800,0.03259774420787043,0.07120527553239395,28.252703118464694,1859594191.6666667,301.836,3.5,62.0,4.65
2023-04-01,399.14612878513685,406.0678471393573,394.1964558826939,406.0580749511719,1395683000,0.01965788338804586,0.06659547356207618,11.8713912566634,1821171325.0,303.363,3.4,63.7,4.83
2023-05-01,405.6090090889067,412.5502421613565,394.1574045957122,407.9325256347656,1780705600,0.0046055912576008495,0.0665991351767207,18.3928375656443,1768023616.6666667,304.127,3.6,59.0,5.06
2023-06-01,408.166784129574,433.75469108259506,406.8976510684832,432.7589111328125,1749755000,0.05907900333528904,0.06145117592465588,26.857040014111874,1750618875.0,305.109,3.6,64.2,5.08
2023-07-01,434.0136701213289,450.20147117980963,428.2714888758885,448.58465576171875,1374632400,0.035916631062349325,0.05697003466933788,21.929982303921122,1745359208.3333333,305.691,3.5,71.5,5.12
2023-08-01,447.09525467245885,448.0555594745813,424.3029900134085,441.2943115234375,1754764700,-0.0163853908576419,0.05532474618931863,23.75256946117281,1771306733.3333333,307.026,3.7,69.4,5.33
2023-09-01,444.0576102297593,444.5475561629323,413.79854461236556,418.8841857910156,1588673200,-0.05211755043328559,0.04744830428869792,30.749011550566763,1737120450.0,307.789,3.8,67.8,5.33
2023-10-01,419.51604289056456,430.8442344031178,402.395945551873,411.23626708984375,1999149700,-0.01842656706078838,0.043466264426309076,28.448288851244797,1734988591.6666667,307.671,3.9,63.8,5.33
2023-11-01,412.21963110239193,450.68821289234234,411.6787715163449,448.8001708984375,1499960600,0.08740982657074436,0.0475538535089262,39.009441375997426,1714486533.3333333,307.051,3.7,61.3,5.33
2023-12-01,448.18063007924036,469.59795419299974,446.7449500081078,467.395263671875,1643108100,0.0405975537045391,0.0418718208267829,22.853004184891915,1706747741.6666667,306.746,3.8,69.7,5.33
2024-01-01,466.18014039373315,485.3936728366066,460.52269947254985,476.7643737792969,1700630800,0.019847104834191498,0.03929124737550064,24.870973364056738,1717179466.6666667,308.417,3.7,79.0,5.33
2024-02-01,478.4922709175871,503.6693189448732,477.6727658142748,501.645263671875,1393465400,0.050870830290858926,0.038201034321639286,25.996553130598443,1699710358.3333333,310.326,3.9,76.9,5.33
2024-03-01,502.5338257118445,517.9658478816705,498.5153646580374,516.4453735351562,1473246900,0.029076296380018185,0.038125431508135604,19.450483223633057,1612814616.6666667,312.332,3.9,79.4,5.33
2024-04-01,518.8027538883022,519.3474633785721,489.1203483508712,497.1624450683594,1592974000,-0.03805269627118513,0.04186028751387942,30.227115027700904,1629255533.3333333,313.548,3.9,77.2,5.33
2024-05-01,496.5681569163453,527.9540238271759,494.75570288032617,522.3087158203125,1153264400,0.04934199874976741,0.04265346721064354,33.19832094684972,1576968766.6666667,314.069,4.0,69.1,5.33
2024-06-01,523.9429343373569,544.998908571588,517.5845045254524,538.9970092773438,888923200,0.031451199556686404,0.041104976445738635,27.414404046135587,1505232783.3333333,314.175,4.1,68.2,5.33
2024-07-01,542.1368612368188,561.5417979131603,534.0092371793027,547.28369140625,1038465500,0.015257277191802032,0.04073072481512075,27.532560733857622,1477218875.0,314.54,4.2,66.4,5.33
2024-08-01,549.0324303161082,560.5879794062929,507.0032185463337,560.0712890625,1244599000,0.02309677808947974,0.03939929893068523,53.584760859959204,1434705066.6666667,314.796,4.2,67.9,5.33
2024-09-01,554.7754130175939,571.0307222108186,535.9865017251741,570.0867919921875,1045061400,0.017724538365849085,0.03232263285678337,35.04422048564447,1389404083.3333333,315.301,4.1,70.1,5.13
2024-10-01,571.4766480740118,584.1539517215824,563.3739139591977,566.7326049804688,976068800,-0.005901019553230746,0.03094144719241459,20.780037762384723,1304147341.6666667,315.664,4.1,70.5,4.83
2024-11-01,569.403585220999,601.3261129268905,565.9850980302235,600.52880859375,901843000,0.057923018376667024,0.026542270986209947,35.341014896666934,1254304208.3333333,315.493,4.2,71.8,4.64
